PID,Section,Stage,Group,Condition,Code,Time_HH,Fear.rating,Repeat,TOAccuracy,Recall,Segment,Analytic,Clout,Authentic,Tone,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,States,Motives,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Peak_Staging,Peak_PlotProg,Peak_CogTension,Valley_Staging,Valley_PlotProg,Valley_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5,Event.Int,Place.Int,Time.Int,Perceptual.Int,Emo.Tho.Int,Event.Ext,Place.Ext,Time.Ext,Perceptual.Ext,Emo.Tho.Ext,Semantic,Repetition,Other,Internal,External,Total,Percent_Internal,ContextualScore,PerceptualBias,WordCount,Age
1065,Asylum,Delay,Control,Baseline,0,08:30pm,3,1,0.5,"First room had an actor at a desk, he was setting the scene telling us that there was a director that was missing. We move to the next room and there are some props and an empty directors chair. Then there is a lady in a long gown walking around with big red hair, then we go to a room with two male actors and we walk through a cube that’s male to look like it’s made of body parts",1,78.28,99,78.67,8.55,7.5,5,0,2.5,2.5,0,2.5,0,1.25,0,0,0,1.25,0,1.25,0,1.25,0,0,0,0,0,0,0,16.25,2.5,0,1.25,0,0,1.25,15,0,0,1.25,3.75,0,0,0,1.25,0,0,0,0,0,6.25,20,1.25,5,13.75,2.5,0,0,1.25,6.25,NA,37.61,1.52,NA,4,2,1,2,4,1,50,0,50,100,50,50,100,50,0,33.33,50,50,50,50,50,1,2,0,5,0,0,1,0,0,0,0,0,0,8,1,9,0.888888889,8,0.625,82,21
1065,DevilsDen,Delay,Control,Baseline,0,08:30pm,4,0,0.8,I don’t remember this one at all. :/,1,5.64,1,89.39,1,0,0,0,0,25,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.73,-11.67,-48.48,30.94,4,1,2,1,3,1,0,0,0,100,0,100,50,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,21
1065,GhostlyGrounds,Immediate,Control,Baseline,0,08:30pm,3,0,0.8,"we started going through the aluminum bus with strobe lights, there were dummys in some of the seats and two live actors. one was African American and had long dreds and the other had long hair that was in front of their face. We left the bus and we entered the portion that had floor to ceiling bars. There were cells along either wall that had grates on them and a square opening in the middle. the actors would come through the slats to scare us. the actors were all men in this section. we walked past some animatronics that were shaking, there was a lot of fog and light strobe lights. we went up the stairs and there was a moving platform underfoot and then we went back down the stairs and exited.",1,71.79,96.16,92.66,12.43,5.22,5.22,0,0,2.99,0.75,2.24,0,0,0.75,0,0,1.49,0,0.75,0,0.75,0.75,0,0.75,0.75,0,0,0,9.7,0,0,0,0,0,0,9.7,0,0,0,0.75,0,0,0,0,0,0,0,0,0,4.48,24.63,0,5.22,17.91,2.24,0,0,0,4.48,27.75,16.07,36.24,30.94,3,2,3,2,1,1,33.33,0,100,33.33,6.41,0,100,20,60,67.69,0,0,100,0,0,5,1,0,18,0,0,0,0,0,0,0,0,0,24,0,24,1,24,0.75,134,21
1065,GhostlyGrounds,Delay,Control,Baseline,0,08:30pm,3,1,0.8,"There was the bus with the strobe lights that had two actors, one was skinny and had long brown hair and was sitting towards the middle of the bus with long brown hair in front of his face and the other was on the right side in the middle who was African American and had dreds. We walked through the prison part tht had floor to ceiling bars, there were cells with grates alonn either wall with a share hole in the middle. We walked through, the actors tried to jumpscare us by running up to the bars and reaching through, we walked to the end and climbed stairs, there was a big animatronic at the top of the stairs and then a platform with moving floor boards and then we when down another flight of stairs and out again.",1,93.64,79.51,97.09,12.71,6.43,4.29,1.43,0.71,2.86,0,2.86,0,0,0,0,0,2.86,0,0.71,0,0.71,0,0,0,0,0,0,0,7.14,0.71,0,0,0,0,0,6.43,0,0,0,0.71,0,0,0,0,0,0,0,0,0,3.57,23.57,0,5.71,17.14,2.14,0,0,0,3.57,-12.54,-23.8,-44.75,30.94,4,1,3,1,3,1,0,25,25,100,50,100,66.67,0,0,100,0,0,100,0,0,4,1,0,15,0,0,0,0,0,0,0,0,0,20,0,20,1,20,0.75,140,21
1066,Infirmary,Delay,Control,Baseline,0,06:15pm,3,0,0.6,I think this was the first section of the haunted house and we got 3d glasses for it. It was very bright because the walls were drawn or painted on with neon markers. I only remember a few actors coming up and scaring us and it was more just seeing decorations that made it look scary. There was a spinning tunnel and with the glasses it made it hard to walk because i remember saying its like walking with those drunk goggles. It was a short walkthrough but there were a lot of things to look at that made it kind of scary. ,1,47.22,40.06,45.35,1.89,1.94,1.94,0,0,11.65,0,11.65,2.91,4.85,0,2.91,0,1.94,1.94,4.85,0.97,3.88,2.91,0,2.91,2.91,0,0,0,3.88,0.97,0,0,0,0,0.97,2.91,0,0,0,0,0,0,0.97,0,0,0,0,0,0,2.91,13.59,1.94,3.88,5.83,3.88,0,0.97,0.97,2.91,3.42,46.13,-15,-20.87,5,3,5,3,2,3,61.54,92.31,0,35.38,100,75,0,100,33.75,33.75,31.75,63.49,0,66.67,100,3,1,0,5,1,0,0,0,0,0,1,1,1,10,3,13,0.769230769,9,0.555555556,103,19
1066,Asylum,Immediate,Control,Baseline,0,06:15pm,2,0,0.75,It looked like a mental hospital or asylum. There were chairs and medical equipment and the people didnt jump out as much. The were wearing lab coats and they had clear masks over their mouths. The rooms had fog and a green tint in the lights. The people didnt have weapons they looked like they had dentist tools. It was also a pretty short section. There was a woman who was singing loudly and she moved into a room with a small bed and a mirror.,1,47.33,53.95,29.27,36.9,0,0,0,0,5.81,0,5.81,0,0,0,2.33,0,3.49,0,1.16,1.16,0,0,0,0,0,0,0,0,8.14,0,0,0,0,0,0,8.14,0,0,2.33,0,0,0,0,0,0,0,0,0,0,8.14,20.93,0,2.33,10.47,5.81,2.33,0,0,8.14,-1.23,-14.98,-19.66,30.94,3,4,4,1,2,1,0,67.86,100,3.57,100,80.56,0,0,100,0,0,0,0,100,0,0,1,0,10,0,0,0,0,2,0,0,0,0,11,2,13,0.846153846,11,0.909090909,86,19
1066,Asylum,Delay,Control,Baseline,0,06:15pm,2,1,0.75,I think this was the section that was dentist themed. There was a dirty bathtub when we first walked in and most of the people in the place were dressed like doctors and dentists. They were holding surgical tools and standing in front of patient chairs. They also had clear masks so you could see their face. There was a lady who sang and screamed a lot and she was in one room with a mirror and small bed and then she moved to another section of the room that had a vanity and some lighting around it. I remember there were some tables that looked like operating tables. This was the least scary out of the 4 and no one was screaming or following you. It also looked like an abandoned hospital or asylum. ,1,31.38,70.19,47.52,3.72,0.74,0.74,0,0,6.67,1.48,5.19,1.48,0,0.74,1.48,0,2.22,0.74,2.22,0,2.22,0.74,0,0.74,0.74,0,0,0,8.15,1.48,0,0.74,0,0.74,0,7.41,0,0,2.22,0,0,0,0,0,0,0,0,0,0,5.19,17.78,0,1.48,11.85,2.22,2.22,0,0,5.19,21.32,72.78,16.43,-25.26,1,4,1,2,5,3,100,0,60,60,60,50,50,50,100,0,100,100,0,100,100,1,2,0,8,1,0,0,0,0,0,0,0,0,12,0,12,1,11,0.727272727,135,19
1066,DevilsDen,Delay,Control,Baseline,0,06:15pm,4,0,1,We had to enter small groups at a time and I remember hearing loud noises. There was a person hiding behind a corner of the entrance and scaring people. People had chainsaws and hammers and i remember someone turning on the chainsaw and it was very loud. I remember them dressing like mechanics and talking about spare parts. There were areas that had smoke and green lights which made it hard to see. I remember this being the scariest of the four sections. I think there were also people behind bars that would walk next to us and make noises at us. ,1,37.99,57.59,78.94,1,2.94,2.94,0,0,10.78,0,10.78,4.9,1.96,0.98,0.98,0,1.96,3.92,3.92,0,3.92,1.96,0,1.96,1.96,0,0,0,7.84,0.98,0,0,0,0,0.98,6.86,0,0,0,0,1.96,0,0,0,0,0,0,0.98,0,6.86,21.57,0,2.94,8.82,3.92,4.9,0.98,1.96,7.84,10.97,61.77,24.87,-53.72,1,3,5,3,1,1,100,100,0,79.75,53.16,0,0,100,30,76.67,0,0,4.55,4.55,100,4,0,0,10,0,0,1,0,1,1,0,0,0,14,3,17,0.823529412,14,0.714285714,102,19
1066,GhostlyGrounds,Immediate,Control,Baseline,0,06:15pm,4,0,0.8,There was a tunnel with a lot of flashing lights. It started by going through a bus with some people sitting on the seats. There were cages and a lot of fake props in the cages. There were some people in the cages that came in and out of the area. There was a room with some vines and a person jumped out at the very end. Most people had hammers or axes. There was a painting that fell and someone jumped out from behind it. the floors moved in one hallway and we went up a flight of stairs. There were a few rooms with a lot of red lights. ,1,98.33,56.18,97.36,11.13,0.9,0.9,0,0,1.8,0,1.8,0,0,0,1.8,0,0.9,0,0.9,0,0.9,0,0,0,0,0,0,0,3.6,0.9,0,0,0,0.9,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,28.83,0,7.21,18.92,3.6,0,0,0,5.41,NA,55.04,47.8,NA,3,4,1,4,1,1,91.3,20,100,0,60,0,61.34,42.02,100,3.36,50,50,50,50,50,3,2,0,11,0,0,0,0,2,0,0,0,0,16,2,18,0.888888889,16,0.6875,111,19
1066,GhostlyGrounds,Delay,Control,Baseline,0,06:15pm,4,1,0.4,We started by lining up to go into a bus and i remember it being scary because there were a lot of fake bodies and since it was dark i couldnt tell if they were real or not. There was one real person in the back row and she jumped out at us and followed behind us until we exited. There was an area with cages and vines and a green light and the people in the cages came out and walked behind us and tried to scare us a few times. There was also a section of walking through a pitch black hallway and there were actors along the path who would come up and scare us. There was also an area with a picture frame that fell every few seconds and a person would jump out. There was a hallway with moving panels on the floor. There was also a freezer with fake hanging bodies and an actor inside with a hammer or chainsaw. The freezer was hard to see cause there was a strobing light so it was hard to make out what was happening. ,1,64.38,78.53,92.52,2.46,4.26,3.72,0.53,0,7.98,0.53,7.45,0.53,2.13,1.6,1.6,1.06,2.13,0.53,2.66,0,2.66,1.6,0,1.6,1.6,0,0,0,9.04,1.6,0,0,0,1.06,0.53,7.45,0,0,0.53,0,0,0,0,0,0,0,0,0,0,7.45,25,0,4.79,17.02,3.72,0,1.06,0,7.45,-36.34,-36.91,-39.3,-32.83,5,1,1,1,5,2,0,90.98,90.98,68.85,100,100,48.25,22.38,39.86,0,100,0,33.33,68.47,34.23,6,3,0,9,1,1,0,0,2,0,0,0,2,19,5,24,0.791666667,18,0.5,188,19
1067,Infirmary,Delay,Role-assignment,Baseline,1,07:30pm,2,0,0.6,"I remember putting on special glasses before walking into the room. The room was very trippy. The room was shades of green and blues and yellows. There were large spiders on the wall when we first walked in, and a large snake in the center of another room. I remember not knowing where to walk forward because everything was altered. And I also remember having to walk through a room covered in fog and I couldnt see which way to go.",1,62.54,6.03,99,20.23,1.23,1.23,0,0,12.35,1.23,11.11,4.94,1.23,1.23,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.23,0,0,0,0,2.47,0,0,0,0,0,0,0,0,3.7,28.4,0,7.41,19.75,2.47,0,0,2.47,3.7,43.69,64.53,46.07,20.47,1,4,4,4,1,2,100,43.04,86.08,0,86.08,0,35.24,35.24,100,19.05,18.82,0,0,100,0,1,1,0,4,0,1,1,0,0,0,0,0,0,6,2,8,0.75,6,0.666666667,81,23
1067,Asylum,Immediate,Role-assignment,Baseline,1,07:30pm,1,0,0.5,I remember a woman answering a phone and crying about something. There was bed in the center of the room. There were other actors but they did not seem like they were trying to scare anyone. There were signs on the walls.,1,56.86,40.06,99,1,2.38,0,2.38,0,21.43,0,21.43,7.14,0,2.38,7.14,0,7.14,2.38,4.76,0,4.76,4.76,0,4.76,2.38,0,2.38,0,19.05,7.14,0,0,0,0,7.14,11.9,0,0,2.38,0,0,0,0,0,0,0,0,0,0,2.38,16.67,0,0,16.67,0,0,0,0,2.38,21.94,18.7,63.58,-16.47,2,3,1,3,1,2,30.43,100,0,0,39.13,0,27.59,100,68.97,37.93,100,0,56.25,56.25,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,1,6,0.833333333,42,23
1067,Asylum,Delay,Role-assignment,Baseline,1,07:30pm,1,1,0.25,I remember a woman in a red dress doing her makeup in a mirror with lights on them and she then went to another room with a bed in the center and cried after getting a phone call. I remember a dentists chair and pictures on the wall. ,1,97.95,52.49,89.39,4.22,0,0,0,0,6.25,0,6.25,4.17,0,0,0,0,2.08,4.17,2.08,0,2.08,2.08,0,2.08,0,0,2.08,0,14.58,6.25,0,0,0,0,6.25,8.33,0,0,6.25,0,0,0,2.08,0,0,0,0,0,0,2.08,18.75,0,2.08,12.5,4.17,0,0,2.08,2.08,-27.5,8.94,-15.04,-76.41,3,1,5,4,5,2,28,64,100,0,40,100,100,47.06,58.82,0,90,0,0,0,100,0,1,0,5,0,0,0,0,0,0,0,0,0,6,0,6,1,6,0.833333333,48,23
1067,DevilsDen,Delay,Role-assignment,Test,1,07:30pm,3,0,0.6,"I remember the sound of chainsaws and other metals clanking against each other, and actors walking up to me with chainsaws in their hands. I also remember One actor with a bat in their hand and another with a knife. I remember walking across something like a metal bridge into the next room. ",1,96.59,8.26,99,20.23,0,0,0,0,15.09,0,15.09,5.66,0,0,1.89,0,7.55,5.66,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,16.98,0,3.77,11.32,0,1.89,0,0,1.89,20.35,24.89,15.07,21.08,5,4,3,4,5,2,36.36,81.82,36.36,0,100,57.58,57.58,57.58,100,0,50,0,100,55,0,2,1,0,5,0,0,0,0,0,0,0,0,0,8,0,8,1,8,0.625,53,23
1067,GhostlyGrounds,Immediate,Role-assignment,Share,1,07:30pm,4,0,0.8,"I remember walking along floor and it shifting back and forth, I remember strobe lights and bodies hanging from the ceiling. I remember more actors jumping out at me during this section of the tour than the other sections. I remember a huge demon thing in the center of a room. ",1,95.53,2.18,99,20.23,0,0,0,0,11.76,0,11.76,7.84,0,0,0,0,3.92,7.84,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,23.53,0,3.92,17.65,1.96,0,0,0,3.92,-10.95,-40.64,-36.09,43.88,5,1,4,1,5,5,0,26.67,51.11,75.56,100,100,28.21,56.41,28.21,0,45.45,50,50,100,0,1,0,0,4,1,0,0,0,0,0,0,0,0,6,0,6,1,5,0.8,51,23
1067,GhostlyGrounds,Delay,Role-assignment,Share,1,07:30pm,4,1,0.6,I think I remember strobe lights and monsters,1,5.64,1,99,20.23,0,0,0,0,25,0,25,25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,NA,NA,3.03,-22.77,1,4,1,1,3,3,50,50,50,50,50,50,50,0,100,0,100,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,8,23
1068,Infirmary,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,Asylum,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,DevilsDen,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,GhostlyGrounds,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,NA,NA,Role-assignment,NA,1,06:15pm,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,Infirmary,Delay,Role-assignment,Baseline,1,06:15pm,2,0,0.8,"In Infirmary, I remember a lot of bright and colorful lights. I remember a woman dancing on top of a table and I remember a few clownlooking guys walking around. I remember not being too scared during this experience and I honestly cant remember it very well. I also remember it being pretty short and it felt a little psychedelic. I also remember having to wear 3D glasses the whole time.",1,28.77,1.61,99,64.63,0,0,0,0,16.9,0,16.9,11.27,0,1.41,1.41,1.41,2.82,9.86,5.63,4.23,1.41,1.41,0,1.41,1.41,0,0,0,4.23,1.41,0,0,0,0,0,2.82,0,0,1.41,1.41,2.82,0,0,0,0,0,0,0,0,2.82,12.68,0,2.82,4.23,4.23,0,1.41,2.82,2.82,37.09,71.14,37.49,2.66,2,4,4,4,2,2,93.33,100,50,0,75,11.43,0,85.71,100,14.29,28.89,0,0,100,33.33,1,0,0,5,2,0,0,0,0,0,0,0,1,8,1,9,0.888888889,6,0.833333333,71,18
1070,Asylum,Immediate,Role-assignment,Baseline,1,06:15pm,2,0,0.75,"In Asylum, we followed the story of a missing director. The scares revolved around an old Hollywood movie set and were more standstill than jump scareish. There was an actress who was performing for her role and was considered a diva. We went backstage with her and saw her perform her role for a minute before being cut off and told to redo it. There was also a man in front of a camera, a news reporter, and he was reporting on the missing director. I remember a board full of newspaper clippings talking about different Hollywood mysteries and such. ",1,83.03,95.4,17.04,10.43,3.96,1.98,0,1.98,4.95,0,4.95,1.98,0,0,0.99,0,1.98,0.99,0.99,0,0.99,0.99,0,0.99,0.99,0,0,0,17.82,3.96,0,0,0,0,3.96,13.86,0,0,4.95,1.98,0,0,0.99,0,0.99,0,0,0,0,0.99,10.89,0,2.97,6.93,0.99,0,0,1.98,0.99,48.29,71.93,66.43,6.53,1,2,2,2,1,1,100,0,37.5,75,37.5,0,100,83.59,83.59,17.97,0,100,0,50,100,3,0,0,8,0,0,0,0,0,0,0,0,0,11,0,11,1,11,0.727272727,101,18
1070,Asylum,Delay,Role-assignment,Baseline,1,06:15pm,2,1,0.5,"Like the others, I dont remember this section very well. I remember there was a movie set and a woman who was performing on it who became very upset when the director told her to restart the scene. I also remember a reporter saying that a famous director was missing. I also remember a man at a desk with a TV in the corner of the room and a lot of papers on the desk. I also remember a corkboard with a bunch of newspaper clippings on it. Other than that, I cant remember anything else.",1,67.92,11.66,68.87,34.94,3.13,0,1.04,3.13,13.54,0,13.54,6.25,0,1.04,1.04,0,5.21,6.25,3.13,2.08,1.04,1.04,0,1.04,0,0,1.04,0,9.38,2.08,0,0,0,0,2.08,7.29,0,0,2.08,1.04,0,0,0,0,0,0,0,0,0,1.04,4.17,0,0,4.17,0,0,0,0,1.04,-27.92,-23.82,-37.09,-22.86,4,1,3,1,4,2,0,16.08,30.07,100,44.06,100,92.31,30.77,0,61.54,47.5,0,100,25,100,0,0,0,8,0,0,0,0,0,0,0,0,2,8,2,10,0.8,8,1,96,18
1070,DevilsDen,Immediate,Role-assignment,Test,1,06:15pm,4,0,0.6,"We entered the building after being told that the group in front of us was being dismembered. After entering, we noticed a man with a chainsaw who followed us for a bit down the walkway. After that, we entered a building with multiple jump scares done by the actors. One man with some sort of power tool told me he was gonna chop off my arms which was nice. Though I cant remember the middle that well, I do remember at the end when we had to walk through a big room with strobe lights and a woman with a weapon standing near the end, in the middle of the hall.",1,91.8,89.25,90.13,32.75,6.31,5.41,0,0.9,7.21,0,7.21,2.7,0,0.9,1.8,0,2.7,1.8,2.7,1.8,0.9,0.9,0,0.9,0.9,0,0,0,13.51,1.8,0,0,0,0,1.8,11.71,0,0,0.9,2.7,1.8,0,0,0,0,0,0,0,0,0.9,14.41,0.9,4.5,8.11,0.9,0,0,1.8,0.9,12.34,23.45,8.83,4.74,5,4,4,3,5,2,28.26,66.67,0,0,100,56.96,30,60,100,0,47.83,0,0,100,0,6,1,0,6,1,0,0,0,0,0,0,0,1,14,1,15,0.933333333,13,0.461538462,111,18
1070,DevilsDen,Delay,Role-assignment,Test,1,06:15pm,4,1,0.6,"Now that I have finished going through the questions in the last section, I think that I might have mixed up Devil's Den with The Ghostly Grounds. I remember there being multiple different rooms with many different people, and a dentist that wanted to take your teeth. I also remember a crazy man with a chainsaw I think? And then of course the strobe lights and the long hallway with the person at the end who followed us for a bit.",1,85.68,33.01,98.38,20.23,2.5,1.25,1.25,0,13.75,0,13.75,6.25,0,1.25,2.5,2.5,2.5,2.5,1.25,0,0,1.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,1.25,0,1.25,1.25,0,0,0,0,0,0,7.5,10,0,1.25,7.5,1.25,0,0,2.5,7.5,6.25,36.52,-25.09,7.31,5,1,1,2,4,5,25,0,0,50,100,100,100,66.67,0,0,100,50,50,100,0,1,1,0,4,0,0,0,0,1,0,0,0,2,6,3,9,0.666666667,6,0.666666667,80,18
1070,GhostlyGrounds,Delay,Role-assignment,Share,1,06:15pm,3,0,0.8,"The only thing I remember from the Ghostly Grounds is the long hallway at the end of the haunted house. I remember it might have had something to do with vampires. I also remember strobe lights and one guy standing at the end of the long hallway who followed us for a few steps and scared me right at the end. Other than that, theres not much that I can remember.",1,65.15,9.23,94.92,1.98,1.43,1.43,0,0,17.14,2.86,14.29,5.71,0,1.43,2.86,0,4.29,5.71,2.86,0,2.86,1.43,0,1.43,1.43,0,0,0,4.29,0,0,0,0,0,0,4.29,0,0,0,1.43,0,0,0,0,0,0,0,0,0,5.71,8.57,0,1.43,5.71,1.43,0,0,0,5.71,23.51,82.6,5.42,-17.49,1,2,3,2,3,4,100,0,0,33.33,0,25,100,0,25,100,50,50,100,0,100,0,0,0,2,0,2,0,0,2,0,0,0,1,2,5,7,0.285714286,2,1,70,18
1071,Infirmary,Immediate,Role-assignment,Baseline,1,07:30pm,1,0,0.6,"I remember lots of neon colors, and that there was a lady dancing on a platform at the start. Im pretty sure that there were dangling black strips that we ha to push aside to go through the room at one point. We had to wear glasses which definitely made things very dizzy. There was a tunnel that we had to walk through with spinning walls and handrails. We were directed by an actor to put our glasses in the bin at the end.",1,78.95,91.33,79.29,20.23,5.95,5.95,0,0,5.95,0,5.95,1.19,1.19,0,1.19,1.19,1.19,1.19,0,0,0,0,0,0,0,0,0,0,9.52,2.38,0,1.19,0,0,0,8.33,0,0,1.19,0,4.76,0,0,0,0,0,0,0,0,4.76,17.86,0,7.14,8.33,2.38,0,1.19,4.76,4.76,27.65,52.36,22.41,8.17,5,4,1,2,5,4,55.17,0,55.17,36.78,100,47.54,73.77,47.54,100,0,100,100,100,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,11,0,11,1,11,0.545454545,84,18
1071,Infirmary,Delay,Role-assignment,Baseline,1,07:30pm,1,1,0.4,"I remember many bright neon colors, and a woman dancing on a platform at the beginning. We were given glasses to enhance our experience, and then had to return them to a person as we were leaving Infirmary. There was a spinning tunnel at one point that was difficult to walk through, especially with the glasses. Im not completely sure, but I believe at one point there were dangling strips that we had to push out of the way to proceed through the room. I remember seeing many polka dots around this section as well. ",1,75.71,64.91,95.32,35.11,4.21,4.21,0,0,8.42,0,8.42,3.16,0,0,0,1.05,2.11,2.11,3.16,2.11,1.05,0,0,0,0,0,0,0,8.42,1.05,0,0,0,0,0,7.37,0,0,1.05,0,4.21,0,0,0,0,0,0,0,0,2.11,16.84,0,6.32,8.42,3.16,0,0,4.21,2.11,25.93,35.53,42.25,0,5,4,4,4,5,2,50,50,75,0,100,16.67,66.67,50,100,0,33.33,0,0,100,33.33,4,1,0,6,0,0,0,0,0,0,0,0,1,11,1,12,0.916666667,11,0.545454545,95,18
1071,Asylum,Delay,Role-assignment,Baseline,1,07:30pm,1,0,0.5,"To be honest, I do not remember much of anything from this section. The name doesnt ring much of a bell, but I believe it was the second section of the tour. Although I cant recall anything from the inside, I know that I gave this a similar rating to Infirmary (1 or 2). ",1,55.25,1,99,20.23,0,0,0,0,27.78,0,27.78,7.41,0,1.85,5.56,5.56,11.11,3.7,0,0,0,0,0,0,0,0,0,0,3.7,1.85,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,0,5.56,36.04,55.96,-6.16,58.31,1,4,3,5,5,5,100,100,100,100,0,73.68,21.05,47.37,100,0,50,50,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,5,0,0,0,54,18
